"","realprice1","realprice2","realprice3","realprice4","br1","br2","br3","br4","residual.price.1","residual.price.2","residual.price.3","residual.price.4","min.dist.honda","min.dist.nissan","min.dist.toyota","min.dist.vw","DIST10.honda","DIST10.nissan","DIST10.toyota","DIST10.vw","TRADEMANUFACTURER","TRADENAME","TRADEMODEL","TRADEORIGIN","TRADEBODYTP","TRADECYLINDER","CUSTLATITUDE","CUSTLONGITUDE","ZIPCODE","brand"
"417",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,4.00523667048547,4.14915078453478,10.1030308552999,12.6837398934759,41.1534047227423,92.6460924174185,92.9669460786583,82.0088267207677,"General Motors","Chevrolet","Malibu","Domestic","Sedan","6 Cyl",33.734985,-117.915398,92704,1
"418",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,5.1083049436076,3.12442722839325,4.51508266654125,8.97948067938978,28.9969890543695,110.948363306387,115.580498168081,115.031236185331,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.104201,-118.312347,90028,2
"419",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,1,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,2.17678481811428,8.05910044785663,9.56306108187821,8.7330189983856,29.926274978255,109.395637562832,110.894390840713,110.436768169644,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.023665,-118.306353,90018,2
"420",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,0,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,1.44172043708495,6.04569059582857,4.7640438027224,0.654279959354722,37.9730791424713,119.256774956795,124.483863081907,123.992560449164,"General Motors","Saturn","LS1","Domestic","Sedan","4 Cyl",34.190062,-118.444274,91401,1
"421",9.910761037,9.84372003226454,9.8648778775,10.18021480095,0,0,1,0,-0.414876546597918,-0.154691230137564,-0.652127054211785,0.0482869346605897,5.61415985624574,11.2958009908399,1.93696894059321,10.3356801092495,29.2545823797553,91.2875093927813,96.8207206309739,95.9982993937858,"Toyota","Toyota","Avalon","Asian","Sedan","6 Cyl",33.947112,-117.977695,90603,3
"434",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,1,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,3.54523962821243,3.40204366763818,10.0802183257399,16.2302509326936,46.5550357404778,99.5008882183656,99.812973841771,76.4047492556133,"Volkswagen","Volkswagen","Jetta III","European","Sedan","6 Cyl",33.626068,-117.926139,92663,1
"435",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,9.14417210647052,5.40974887646414,11.6259875065967,16.7968039850637,31.2351965020089,82.0102278342319,86.0802486440383,85.045177416486,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.852953,-117.779404,92807,1
"436",9.9234088,9.795345394,9.909779715,10.1163730697,0,1,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,1.59601465526694,1.4663442149341,10.3709484731173,14.6190831652749,44.744365659425,97.8174987714789,98.1329706264057,78.190997008589,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.65604,-117.931544,92627,1
"437",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,29.4549527814721,28.6835645716518,29.4142688246369,37.3595241464729,64.4702320798036,90.996439755543,96.8123484535764,84.7530275761837,"Ford","Ford","Expedition","Domestic","Sport Utility","8 Cyl",33.5837,-117.1869,92562,3
"438",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,1,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,5.35535169970984,7.34332610376771,3.80136656275933,5.75936016422676,25.281090977776,100.599443816741,98.207271968404,97.7716992067714,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.872777,-118.169664,90805,3
"439",9.9234088,9.795345394,9.909779715,10.1163730697,0,1,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,5.69355089510358,9.98248051009059,8.52801677901863,4.89497457918792,42.0254867924988,121.669321330336,128.594964524644,128.063506831289,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.250596,-118.467624,91345,2
"440",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,7.99483691268706,8.34140257543062,4.55797763938944,8.40693289403451,23.6604242894122,100.047134088924,99.9245972583055,99.4062978260398,"Chrysler","Dodge","Stratus","Domestic","Sedan","4 Cyl",33.913448,-118.15233,90723,3
"441",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,3.37736886051643,5.56245533227396,4.70485799753911,19.4976942636729,38.7607362561113,92.6974355932595,92.9980705783224,75.8660557189993,"General Motors","Chevrolet","Suburban C1500","Domestic","Sport Utility","8 Cyl",33.687709,-117.801046,92604,4
"455",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.86943430319359,3.72564250592067,9.98600571167956,16.5637460029022,46.6720854936949,99.7344172933175,100.045747636653,76.0598553064728,"Volvo","Volvo","S90","European","Sedan","6 Cyl",33.6212,-117.9236,92659,1
"456",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,9.30731228241409,11.0115471099901,26.5276430607775,10.4722700434927,49.7906447288004,69.1418012421913,85.1826857558817,83.4271979854962,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.938799,-117.421599,92504,1
"457",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.63596353896818,21.3705553568197,4.57257093784935,3.96511844511441,49.1032020528192,134.86646892484,133.573716261151,133.449028914595,"General Motors","Chevrolet","Silverado 1500","Domestic","Pickup","8 Cyl",34.161564,-118.758706,91301,1
"458",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.11762703009291,24.2792700250944,37.2007170643814,17.9724690619042,62.2192260011773,61.309398513334,90.2991008975862,88.1466415417889,"Ford","Ford","Explorer","Domestic","Sport Utility","6 Cyl",34.040452,-117.206751,92373,1
"459",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,1,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,5.3941320809609,5.85108714217517,19.0945985441107,6.80074353628518,41.9379253960913,70.7105377790813,88.92515040098,87.4246780267969,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.961578,-117.576264,92880,1
"460",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.69533066675587,6.87057286697765,11.5956661941506,6.88165541832608,30.265087654944,108.401885382897,108.623796421634,108.199058156284,"Toyota","Toyota","4Runner","Asian","Sport Utility","6 Cyl",33.988405,-118.296118,90044,3
"461",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,1.86331252235428,4.98701459606658,4.86954533115667,6.13229481291521,27.5524219291845,109.368742955133,101.650792178736,101.248901789768,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.822428,-118.341932,90505,1
"462",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,4.26770789004544,10.2633042736801,2.46319818083052,11.610871792232,29.8662115497765,91.1870791338436,95.7309721396584,94.9368204813129,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.927608,-117.980261,90604,3
"463",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,1.81803599358472,5.64121515500137,4.28334497629257,1.19302352305139,37.6536646097553,118.638209484402,124.194419921288,123.685958415907,"Toyota","Toyota","Yaris","Asian","Hatchback","4 Cyl",34.192143,-118.43132,91401,3
"464",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,29.5709033853687,29.4276001454547,29.6844404908802,34.8589822462931,71.2732568801712,72.8260002693755,121.208923796688,118.984999567328,"Ford","Ford","Taurus","Domestic","Sedan","6 Cyl",34.489198,-117.205805,92308,3
"465",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,1,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,1.4432079457871,6.22931282838109,7.216622912704,18.1929932189358,37.2693131990359,90.3433530397046,90.6491177197864,78.4981452806737,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",33.728948,-117.809601,92780,2
"466",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,3.65816686456469,5.4652070828921,20.3588537184417,12.3524166687289,44.6068382389469,74.5198823712896,82.5353949224186,80.9861317300777,"General Motors","Chevrolet","Silverado 1500","Domestic","Pickup","8 Cyl",33.880017,-117.512942,92879,2
"467",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,1,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,4.95387457991984,5.63354832692382,10.4918069180217,5.71498285347314,29.8366800373063,108.524361044587,107.865353611466,107.472518109792,"Toyota","Lexus","IS 250","Asian","Sedan","6 Cyl",33.970766,-118.302508,90047,2
"468",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,7.88418107028116,5.59798343778621,11.6385316253289,14.2204895310766,31.3834174524042,103.036704865821,111.381194081697,110.622304653039,"General Motors","Saturn","Ion 3","Domestic","Sedan","4 Cyl",34.110967,-118.15546,91030,2
"469",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,15.568408335397,12.9021541794661,7.60993608862522,7.86781259658689,30.3149636956558,96.460176777831,109.709353423803,108.719030748415,"Ford","Mercury","Cougar","Domestic","Coupe","6 Cyl",34.145822,-118.011863,91016,1
"470",9.9325608,10.0467731976,9.88465957,10.1309224423814,1,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,11.248744230307,15.2512634080788,23.2187951619544,4.15009833433499,49.3586010472054,67.7095564801409,94.7615230601669,93.0116752399435,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.072548,-117.469506,92335,1
"471",9.9325608,10.0467731976,9.88465957,10.1309224423814,0,0,0,0,-0.178767882529513,1.41504431856313,-0.382935441314762,0.954130838286938,9.28962550794637,14.3593588631948,12.9947175633111,8.00981267499685,46.2992443896296,126.487280356409,132.771714754235,132.301707827077,"Chrysler","Chrysler","300M","Domestic","Sedan","6 Cyl",34.278454,-118.551396,91326,3
"482",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,11.9544771694557,4.13954057383361,4.81558769367803,28.4528776005637,43.1818615442755,92.8087006811682,93.0805870298731,72.7796797477796,"Honda","Honda","Accord","Asian","Coupe","6 Cyl",33.63557,-117.646279,92692,1
"483",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.73532952178271,2.59508840154358,10.2555025378142,15.473054621523,45.747990634614,98.8539061357647,99.1676373842004,77.2083831482069,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.638455,-117.930377,92627,1
"484",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,10.6308785528055,11.4553955916322,21.1852253171646,2.69107239293218,46.3169218788622,68.7329265730516,92.3203987066598,90.6645838149427,"Ford","Ford","Explorer","Domestic","Sport Utility","6 Cyl",34.027775,-117.511694,91752,2
"485",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,1,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,2.61398446911591,2.72862617814856,11.3543694362426,11.8025452097259,41.4054116280374,95.2639580572827,95.5864553131796,81.5403259932473,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",33.706606,-117.950016,92708,1
"486",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,3.42917918515228,6.58656055620823,5.8405642146256,20.2220838901741,36.1399867999517,90.0064320379933,90.3059493492119,76.9666194027756,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.720535,-117.772879,92602,1
"487",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,11.307968016607,15.9512949409417,3.94948384915026,5.12204178226134,27.733014562106,91.4613363165074,101.192566652512,100.24658236122,"General Motors","Pontiac","Grand Prix","Domestic","Sedan","6 Cyl",34.028142,-117.958164,91744,4
"488",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,0,1,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,12.645605378637,4.26614605488087,4.93043173343712,27.3963237219078,43.6818219465941,98.1946640960242,98.4721735759948,71.1809941593289,"Volkswagen","Volkswagen","Jetta","European","Sedan","4 Cyl",33.571657,-117.713145,92656,4
"489",9.913437883,9.80466119845723,9.901134002,10.0449455103228,1,0,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,9.79853203056291,8.91738476826469,8.0538877009243,9.29832277659047,38.1359511868891,113.836962830262,124.409606870722,123.683208639852,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.260614,-118.307106,91040,1
"490",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,3.53991905140159,7.79116546872238,10.8436949068349,7.11975622023535,30.7898745849254,109.660871644422,110.031075210867,109.61552203016,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.00176,-118.317052,90062,2
"491",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,5.18274619740609,5.16324702882567,9.69435367556341,5.97945286575749,28.7191107620553,107.493516363569,106.813788563369,106.409526649437,"General Motors","Chevrolet","Malibu","Domestic","Sedan","6 Cyl",33.962114,-118.284679,90044,2
"492",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,1.91499537770436,5.80169164263651,7.65086297776644,9.86398583587204,29.1629053817058,109.218561429581,112.448250944212,111.929041439175,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.059115,-118.292962,90005,3
"493",9.913437883,9.80466119845723,9.901134002,10.0449455103228,1,0,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,7.02799735208444,9.12994303999649,10.5120520608086,4.7613593806709,29.6260257690761,113.700390341525,112.637718221732,112.316657570221,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.003003,-118.394268,90230,1
"510",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,1.43710519621667,8.71823780768924,1.47933412252968,10.3636956916047,30.9812640167775,91.4013023283082,93.7140329498545,92.9906696664029,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.887701,-117.992315,90621,1
"511",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,1,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,7.5214902495476,12.3556327116353,10.9517150795952,6.80606408700758,44.3731222988699,124.301437273437,130.900090199463,130.401636474973,"Volkswagen","Volkswagen","Jetta","European","Sedan","4 Cyl",34.266496,-118.513104,91344,4
"512",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,3.06433576539403,6.84944163119682,7.29845432707551,6.70133792746636,29.7135201599085,111.689449752752,103.826936674612,102.39864847338,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.811603,-118.386788,90277,1
"531",9.9198643083024,10.0234016492,9.92344064735,10.1492479874622,0,1,0,0,0.234670582820882,0.766595169665495,0.577092348977314,0.571878273414496,7.52041065370162,4.45632193504713,3.90097021527099,7.43095446625904,33.7208894907978,112.32867034236,120.219932127379,119.571999251533,"Nissan","Nissan","Pathfinder","Asian","Sport Utility","6 Cyl",34.187493,-118.308811,91501,3
"532",9.9198643083024,10.0234016492,9.92344064735,10.1492479874622,1,0,0,0,0.234670582820882,0.766595169665495,0.577092348977314,0.571878273414496,4.02772443171213,4.75408146066959,5.32213058708423,18.6140530619898,40.7008369685458,94.4544301585052,94.7575602116147,75.7209820498731,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",33.670131,-117.829665,92612,1
"543",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,7.85228907085576,8.89977465943412,9.32133123441034,12.4909248869094,28.4409493190191,100.471378117809,107.361774101366,106.620435879131,"Honda","Honda","Accord","Asian","Coupe","4 Cyl",34.057583,-118.123797,91754,1
"544",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,1,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,6.01290086666218,2.90959757774484,4.32715078405566,7.42141442742451,29.8562573940905,113.141076397247,116.323487092634,115.84688990733,"Nissan","Nissan","Sentra","Asian","Coupe","4 Cyl",34.091516,-118.359071,90046,1
"545",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,1,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,5.69319925012342,2.38596502367334,3.87758371261158,8.10755570156616,29.6712697933483,112.025707254743,116.231570212964,115.708036917322,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.104317,-118.333279,90028,2
"546",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,1,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,58.5783247439702,0.647163663897324,0.432091846920833,63.8800835035888,96.3253537321804,96.8958220412563,148.811094489466,146.39458715467,"Volkswagen","Volkswagen","Passat","European","Sedan","4 Cyl",34.892537,-117.029215,92311,2
"547",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,13.5083959159761,5.59107597805755,6.17436866148204,27.7400559454746,44.3412946823146,99.6650563691795,99.9425944655642,70.2241164296669,"General Motors","Oldsmobile","Alero","Domestic","Sedan","6 Cyl",33.55189,-117.723419,92656,2
"548",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,0.52263600375921,7.67410387438945,0.489662513770191,9.54345522117818,32.1373641455159,91.0408829972161,92.2603759646815,91.5643191754047,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",33.864221,-117.989391,90621,1
"562",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,6.57523341518545,3.5616232702034,2.84923909799803,6.5458725144658,33.6677813438989,112.993719716008,120.219829217777,119.601154628538,"Ford","Ford","Contour","Domestic","Sedan","4 Cyl",34.178991,-118.325309,91506,3
"563",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,3.55921227880854,7.29731452202417,3.6371307279846,3.99826742340691,26.7150781615568,101.159686870535,96.9099829416198,96.5444965226733,"Chrysler","Dodge","Neon","Domestic","Sedan","4 Cyl",33.840186,-118.184642,90807,3
"594",9.9198643083024,10.0234016492,9.92344064735,10.1492479874622,0,0,1,0,0.234670582820882,0.766595169665495,0.577092348977314,0.571878273414496,6.63126094428488,18.4289974317217,7.49906022548284,5.77035884089238,46.8127418624229,132.028388125471,131.771642311662,131.586345631465,"Toyota","Toyota","Camry","Asian","Sedan","6 Cyl",34.165463,-118.702366,91302,1
"595",9.9198643083024,10.0234016492,9.92344064735,10.1492479874622,0,0,0,0,0.234670582820882,0.766595169665495,0.577092348977314,0.571878273414496,4.20843711630459,7.9992070327636,8.23378793427098,7.6435658920707,30.3639494071148,112.448574995823,104.982259363306,102.406987699004,"Ford","Ford","F-150","Domestic","Pickup","8 Cyl",33.799683,-118.402077,90274,1
"615",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.29901940600027,5.0206959197705,6.46068141109733,10.2014384894049,37.5809416957769,90.9240079875213,91.2538527425316,85.6621983801334,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",33.78049,-117.950982,92840,1
"616",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,7.51731259859169,12.6961827406695,7.18482209466812,2.27285906763371,32.8021882378356,97.9849012134146,97.8017728347413,90.5173769629915,"Bavarian Motor Works","BMW","528I","European","Sedan","6 Cyl",33.760331,-118.131294,90803,3
"617",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.07816511506959,6.05466245087276,7.58447729154982,9.48679991624911,28.8456940826505,109.540304406187,112.553887615432,112.045589274683,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.05724,-118.299742,90005,1
"618",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,5.55031890902719,10.6604936716375,5.62385915518346,0.747495753145032,30.6388196737475,99.3576643581879,97.09253726934,92.7697380075717,"Ford","Ford","Mustang","Domestic","Coupe","6 Cyl",33.787325,-118.155594,90804,1
"619",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,13.972991243104,5.13025454185049,5.99020433765889,29.7992319165011,45.3469872151995,96.0233244978757,96.2917388620238,70.6241717904575,"Honda","Honda","Accord","Asian","Sedan","6 Cyl",33.586689,-117.648435,92692,1
"620",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,1,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,6.35252401654431,12.0671557307152,4.09109214546502,10.0547583068323,25.3642542815893,96.7155700222184,98.8829353841061,98.2440094362249,"Nissan","Nissan","Versa","Asian","Hatchback","4 Cyl",33.930655,-118.085328,90650,2
"621",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,1,0,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,20.2392844317942,19.2966757427845,6.46630540994157,5.28878280333877,34.2527488677094,85.5490456855937,103.506149936281,102.241774650842,"Nissan","Nissan","Sentra","Asian","Sedan","4 Cyl",34.121126,-117.805299,91773,1
"622",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,18.3166508312792,20.4139727416248,3.5885947414158,2.50097271097392,30.8510111736719,88.6889646696915,104.44802128547,103.287300980764,"Toyota","Toyota","Corolla","Asian","Sedan","4 Cyl",34.113905,-117.871182,91740,3
"623",9.913437883,9.80466119845723,9.901134002,10.0449455103228,0,0,1,0,-0.360876564481788,-0.45432985863145,0.113385003983739,0.396223789370042,4.24020775310151,4.19832824998386,8.49770540586895,5.70928621372881,27.7407704502246,106.899995344012,105.656531083882,105.264559280025,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.94561,-118.276794,90003,3
"636",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,0.746938332173011,24.9212344398041,1.93849034465707,1.14962418612074,51.6970443017049,138.192830701814,135.427760055639,135.383651472344,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.149124,-118.826916,91361,1
"637",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,1,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,11.4589385504776,6.96048121392545,7.15694751704423,25.3793168524391,45.5387587086034,101.411063359531,101.697651792142,70.0167499462178,"Toyota","Toyota","Camry","Asian","Sedan","4 Cyl",33.544945,-117.788545,92651,3
"638",9.9234088,9.795345394,9.909779715,10.1163730697,1,0,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,4.10595801130553,26.6830480301659,2.97539390875289,3.68570561739239,55.202285939868,140.421091323401,139.626901228932,139.522555091528,"Honda","Honda","Civic","Asian","Sedan","4 Cyl",34.217033,-118.848701,91362,1
"639",9.9234088,9.795345394,9.909779715,10.1163730697,0,1,0,0,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,57.9615734322082,1.16578775456004,1.09823730120377,63.3464804866087,95.8217147727367,96.5275852498123,148.14988828048,145.730969653227,"Nissan","Nissan","Altima","Asian","Sedan","4 Cyl",34.882949,-117.026404,92311,2
"640",9.9234088,9.795345394,9.909779715,10.1163730697,0,0,0,1,-0.253039422137126,-3.44605452477124,0.121059216877155,-0.471151444124379,18.1466017256527,17.7803113208376,12.8421830526405,8.97584160682773,40.7739943415737,79.7004873920001,102.052180036572,100.590258783244,"Volkswagen","Volkswagen","Jetta","European","Sedan","6 Cyl",34.135082,-117.680566,91784,4
"669",9.9198643083024,10.0234016492,9.92344064735,10.1492479874622,0,0,0,0,0.234670582820882,0.766595169665495,0.577092348977314,0.571878273414496,7.16656914164305,14.1125414910508,1.40977891310064,10.7715296623599,26.1050808634978,94.3131706112327,99.5081141692283,98.7400925656511,"Chrysler","Plymouth","Acclaim","Domestic","Sedan","4 Cyl",33.968135,-118.030608,90602,3
"692",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,10.1043655223738,15.5326482203704,13.5742662676273,5.81029388152698,46.8637406061647,128.737166724139,133.050261027825,132.669641643039,"General Motors","Cadillac","Seville","Domestic","Sedan","8 Cyl",34.250535,-118.60743,91311,3
"693",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,1,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.49191990508636,26.5208446224871,1.2240688543624,2.02553790548321,54.3371531207853,140.143572315317,138.416910273712,138.346526742964,"Honda","Honda","Accord","Asian","Sedan","4 Cyl",34.190613,-118.851981,91362,1
"694",9.8812625381481,9.81465633891443,9.90213664,9.98951123650015,0,0,0,0,-0.577276559660005,-0.387590876063443,-0.150022279928068,-0.31963592033768,2.03642232838077,7.28190608148836,2.0441612380515,11.2897426551354,32.4440756852951,89.8598484078473,92.5291448590892,91.7701345034552,"General Motors","Chevrolet","Astro","Domestic","Van","6 Cyl",33.880913,-117.964166,92833,1
